,ID,Date,Category,Invoice Number,Product Code,Customer Code,Destination,QTY,Total Price
0,2529604,28/04/2019,Category5,267,30011006,612,IRQ,750,3334.8225
1,2529605,29/04/2019,Category5,302,30011006,514,BHR,400,3032.824
2,2529606,13/05/2019,Category5,507,30011006,513,BHR,100,749.952
3,2529607,01/06/2019,Category5,795,30011006,5,SYC,100,556.817
4,2529608,03/07/2019,Category5,1184,30011006,560,AFG,20,39.446
5,2529609,28/07/2019,Category5,1554,30011006,603,AZE,3,11.7147
6,2529610,28/07/2019,Category5,1554,30011006,603,AZE,3,11.7147
7,2529611,02/10/2019,Category5,2521,30011006,589,PAK,180,801.09
8,2529612,02/10/2019,Category5,2521,30011006,589,PAK,180,801.09
9,2529613,12/10/2019,Category5,2653,30011006,5,SYC,100,424.874
10,2529614,12/10/2019,Category5,2653,30011006,5,SYC,100,424.874
11,2529615,09/11/2019,Category5,3019,30011006,10,ARE,20,87.84898
12,2529616,09/11/2019,Category5,3019,30011006,10,ARE,20,87.84898
13,2529617,10/12/2019,Category5,3526,30011006,8,IRQ,100,451.328
14,2529618,10/12/2019,Category5,3526,30011006,8,IRQ,100,451.328
15,2529619,16/12/2019,Category5,3624,30011006,7,IRQ,500,2166.67
16,2529620,16/12/2019,Category5,3624,30011006,7,IRQ,500,2166.67
17,2529621,21/12/2019,Category5,3696,30011006,11,QAT,100,500.00044
18,2529622,21/12/2019,Category5,3696,30011006,11,QAT,100,500.00044
19,2529623,28/12/2019,Category5,3791,30011006,514,BHR,800,4877.28
20,2529624,28/12/2019,Category5,3791,30011006,514,BHR,800,4877.28
21,2529625,15/01/2020,Category5,4042,30011006,7,IRQ,750,3375.9225
22,2529626,15/01/2020,Category5,4042,30011006,7,IRQ,750,3375.9225
23,2529627,05/12/2019,Category5,3437,30011006,14,IRQ,5,21.00964
24,2529628,05/12/2019,Category5,3437,30011006,14,IRQ,5,21.00964
25,2529629,09/02/2020,Category5,4379,30011006,7,IRQ,750,3918.375
26,2529630,09/02/2020,Category5,4379,30011006,7,IRQ,750,3918.375
27,2529631,27/02/2020,Category5,4675,30011006,7,IRQ,500,3017.635
28,2529632,27/02/2020,Category5,4675,30011006,7,IRQ,500,3017.635
29,2529633,29/02/2020,Category5,4688,30011006,5,SYC,50,280.8935
30,2529634,29/02/2020,Category5,4688,30011006,5,SYC,50,280.8935
31,2529635,27/04/2020,Category5,292,30011006,7,IRQ,1300,7848.36
32,2529636,27/04/2020,Category5,292,30011006,7,IRQ,1300,7848.36
33,2529637,14/05/2020,Category5,545,30011006,514,BHR,200,1509.728
34,2529638,14/05/2020,Category5,545,30011006,514,BHR,200,1509.728
35,2529639,06/08/2020,Category5,1525,30011006,513,BHR,250,2646.0
36,2529640,15/09/2020,Category5,2156,30011006,7,IRQ,600,5477.598
37,2529641,15/09/2020,Category5,2159,30011006,7,IRQ,350,3195.2655
38,2529642,07/10/2020,Category5,3321,30011006,7,IRQ,340,3842.136
39,2529643,07/10/2020,Category5,3323,30011006,7,IRQ,450,5085.18
40,2529644,26/10/2020,Category5,3695,30011006,19,IRQ,100,1066.185
41,2529645,27/10/2020,Category5,3725,30011006,8,IRQ,250,2665.4625
42,2529646,28/10/2020,Category5,3750,30011006,7,IRQ,300,3411.018
43,2529647,26/11/2020,Category5,4395,30011006,513,BHR,300,3523.767
44,2529648,28/11/2020,Category5,4404,30011006,7,IRQ,600,5798.034
45,2529649,07/12/2020,Category5,4640,30011006,7,IRQ,100,994.59
46,2529650,29/07/2020,Category5,1441,30011006,7,IRQ,550,4363.425
47,2529651,05/08/2020,Category5,1521,30011006,514,BHR,500,4968.595
48,2529652,06/10/2020,Category5,3295,30011006,18,RUS,14,152.7876
49,2529653,24/08/2021,Category6,2810,30002031,37,DEU,10,470.75378
50,2529654,27/04/2020,Category6,293,30002031,7,IRQ,5,141.648
51,2529655,27/04/2020,Category6,293,30002031,7,IRQ,5,141.648
52,2529656,27/02/2020,Category6,4665,30002031,8,IRQ,2,53.23194
53,2529657,27/02/2020,Category6,4665,30002031,8,IRQ,2,53.23194
54,2529658,29/07/2019,Category6,1562,30002031,6,LKA,20,479.3552
55,2529659,29/07/2019,Category6,1562,30002031,6,LKA,20,479.3552
56,2529660,12/10/2019,Category6,2653,30002033,5,SYC,15,302.11485
57,2529661,12/10/2019,Category6,2653,30002033,5,SYC,15,302.11485
58,2529662,10/12/2019,Category6,3524,30002033,8,IRQ,1,21.17857
59,2529663,10/12/2019,Category6,3524,30002033,8,IRQ,1,21.17857
60,2529664,27/02/2020,Category6,4665,30002033,8,IRQ,2,53.23194
61,2529665,27/02/2020,Category6,4665,30002033,8,IRQ,2,53.23194
62,2529666,24/08/2021,Category6,2810,30002033,37,DEU,10,470.75378
63,2529667,24/08/2021,Category6,2810,30002036,37,DEU,10,470.75378
64,2529668,27/02/2020,Category6,4665,30002036,8,IRQ,6,159.69582
65,2529669,27/02/2020,Category6,4665,30002036,8,IRQ,6,159.69582
66,2529670,27/02/2020,Category6,4675,30002036,7,IRQ,10,283.2052
67,2529671,27/02/2020,Category6,4675,30002036,7,IRQ,10,283.2052
68,2529672,27/04/2020,Category6,293,30002036,7,IRQ,5,141.648
69,2529673,27/04/2020,Category6,293,30002036,7,IRQ,5,141.648
70,2529674,10/12/2019,Category6,3524,30002036,8,IRQ,3,63.53571
71,2529675,10/12/2019,Category6,3524,30002036,8,IRQ,3,63.53571
72,2529676,16/12/2019,Category6,3624,30002036,7,IRQ,16,325.3472
73,2529677,16/12/2019,Category6,3624,30002036,7,IRQ,16,325.3472
74,2529678,16/12/2019,Category6,3624,30002037,7,IRQ,11,223.6762
75,2529679,16/12/2019,Category6,3624,30002037,7,IRQ,11,223.6762
76,2529680,10/12/2019,Category6,3524,30002037,8,IRQ,1,21.17857
77,2529681,10/12/2019,Category6,3524,30002037,8,IRQ,1,21.17857
78,2529682,29/07/2019,Category6,1562,30002037,6,LKA,15,359.5164
79,2529683,29/07/2019,Category6,1562,30002037,6,LKA,15,359.5164
80,2529684,27/02/2020,Category6,4675,30002037,7,IRQ,10,283.2052
81,2529685,27/02/2020,Category6,4675,30002037,7,IRQ,10,283.2052
82,2529686,27/02/2020,Category6,4665,30002037,8,IRQ,2,53.23194
83,2529687,27/02/2020,Category6,4665,30002037,8,IRQ,2,53.23194
84,2529688,24/08/2021,Category6,2810,30002037,37,DEU,10,470.75378
85,2529689,24/08/2021,Category6,2810,30002038,37,DEU,10,470.75378
86,2529690,29/07/2019,Category6,1562,30002038,6,LKA,10,239.6776
87,2529691,29/07/2019,Category6,1562,30002038,6,LKA,10,239.6776
88,2529692,29/07/2019,Category6,1562,30002039,6,LKA,5,119.8388
89,2529693,29/07/2019,Category6,1562,30002039,6,LKA,5,119.8388
90,2529694,16/12/2019,Category6,3624,30002039,7,IRQ,10,203.342
91,2529695,16/12/2019,Category6,3624,30002039,7,IRQ,10,203.342
92,2529696,27/02/2020,Category6,4675,30002039,7,IRQ,9,254.88468
93,2529697,27/02/2020,Category6,4675,30002039,7,IRQ,9,254.88468
94,2529698,27/02/2020,Category6,4675,30002040,7,IRQ,9,254.88468
95,2529699,27/02/2020,Category6,4675,30002040,7,IRQ,9,254.88468
96,2529700,27/04/2020,Category6,293,30002040,7,IRQ,5,141.648
97,2529701,27/04/2020,Category6,293,30002040,7,IRQ,5,141.648
98,2529702,24/08/2021,Category6,2810,30002040,37,DEU,10,470.75378
99,2529703,16/12/2019,Category6,3624,30002040,7,IRQ,12,244.0104
100,2529704,16/12/2019,Category6,3624,30002040,7,IRQ,12,244.0104
101,2529705,29/07/2019,Category6,1562,30002040,6,LKA,5,119.8388
102,2529706,29/07/2019,Category6,1562,30002040,6,LKA,5,119.8388
103,2529707,29/07/2019,Category6,1562,30002045,6,LKA,10,239.6776
104,2529708,29/07/2019,Category6,1562,30002045,6,LKA,10,239.6776
105,2529709,01/06/2019,Category6,795,30002045,5,SYC,50,1312.4985
106,2529710,12/10/2019,Category6,2653,30002045,5,SYC,15,302.11485
107,2529711,12/10/2019,Category6,2653,30002045,5,SYC,15,302.11485
108,2529712,24/08/2021,Category6,2810,30002045,37,DEU,10,470.75378
109,2529713,27/04/2020,Category6,293,30002045,7,IRQ,5,141.648
110,2529714,27/04/2020,Category6,293,30002045,7,IRQ,5,141.648
111,2529715,27/04/2020,Category4,292,30001036,7,IRQ,40,177.216
112,2529716,27/04/2020,Category4,292,30001036,7,IRQ,40,177.216
113,2529717,02/12/2020,Category4,4539,30001036,22,PAK,17,125.32914
114,2529718,02/12/2020,Category4,4539,30001039,22,PAK,17,125.32914
115,2529719,27/04/2020,Category4,292,30001039,7,IRQ,195,863.928
116,2529720,27/04/2020,Category4,292,30001039,7,IRQ,195,863.928
117,2529721,27/02/2020,Category4,4674,30001039,7,IRQ,150,664.347
118,2529722,27/02/2020,Category4,4674,30001039,7,IRQ,150,664.347
119,2529723,27/02/2020,Category4,4664,30001039,8,IRQ,2,8.32482
120,2529724,27/02/2020,Category4,4664,30001039,8,IRQ,2,8.32482
121,2529725,02/10/2019,Category4,2521,30001039,589,PAK,80,261.28
122,2529726,02/10/2019,Category4,2521,30001039,589,PAK,80,261.28
123,2529727,09/11/2019,Category4,3018,30001039,10,ARE,10,32.23403
124,2529728,09/11/2019,Category4,3018,30001039,10,ARE,10,32.23403
125,2529729,12/05/2019,Category4,474,30001039,596,KEN,25,99.755
126,2529730,29/04/2019,Category4,302,30001039,514,BHR,850,5006.194
127,2529731,28/12/2019,Category4,3791,30001039,514,BHR,200,947.15
128,2529732,28/12/2019,Category4,3791,30001039,514,BHR,200,947.15
129,2529733,10/12/2019,Category4,3525,30001039,8,IRQ,10,33.1207
130,2529734,10/12/2019,Category4,3525,30001039,8,IRQ,10,33.1207
131,2529735,09/02/2020,Category4,4375,30001039,7,IRQ,70,268.38
132,2529736,09/02/2020,Category4,4375,30001039,7,IRQ,70,268.38
133,2529737,15/01/2020,Category4,4042,30001039,7,IRQ,56,184.98088
134,2529738,15/01/2020,Category4,4042,30001039,7,IRQ,56,184.98088
135,2529739,15/01/2020,Category4,4042,30001040,7,IRQ,55,181.67765
136,2529740,15/01/2020,Category4,4042,30001040,7,IRQ,55,181.67765
137,2529741,10/12/2019,Category4,3526,30001040,8,IRQ,10,33.1207
138,2529742,10/12/2019,Category4,3526,30001040,8,IRQ,10,33.1207
139,2529743,16/12/2019,Category4,3624,30001040,7,IRQ,54,171.72108
140,2529744,16/12/2019,Category4,3624,30001040,7,IRQ,54,171.72108
141,2529745,29/04/2019,Category4,302,30001040,514,BHR,600,3533.784
142,2529746,12/05/2019,Category4,474,30001040,596,KEN,15,79.80405
143,2529747,09/11/2019,Category4,3019,30001040,10,ARE,10,32.23403
144,2529748,09/11/2019,Category4,3019,30001040,10,ARE,10,32.23403
145,2529749,02/10/2019,Category4,2521,30001040,589,PAK,80,261.28
146,2529750,02/10/2019,Category4,2521,30001040,589,PAK,80,261.28
147,2529751,27/02/2020,Category4,4664,30001040,8,IRQ,2,8.32482
148,2529752,27/02/2020,Category4,4664,30001040,8,IRQ,2,8.32482
149,2529753,09/02/2020,Category4,4379,30001040,7,IRQ,55,210.87
150,2529754,09/02/2020,Category4,4379,30001040,7,IRQ,55,210.87
151,2529755,27/02/2020,Category4,4675,30001040,7,IRQ,140,620.0572
152,2529756,27/02/2020,Category4,4675,30001040,7,IRQ,140,620.0572
153,2529757,27/04/2020,Category4,292,30001040,7,IRQ,180,797.472
154,2529758,27/04/2020,Category4,292,30001040,7,IRQ,180,797.472
155,2529759,02/12/2020,Category4,4539,30001040,22,PAK,16,117.95684
156,2529760,01/06/2019,Category4,794,30001052,605,AUS,150,517.665
157,2529761,01/06/2019,Category4,794,30001052,605,AUS,150,517.665
158,2529762,01/06/2019,Category4,793,30001056,605,AUS,50,499.438
159,2529763,10/12/2019,Category4,3526,30001056,8,IRQ,10,95.8634
160,2529764,10/12/2019,Category4,3526,30001056,8,IRQ,10,95.8634
161,2529765,16/12/2019,Category6,3625,30002070,7,IRQ,11,223.6762
162,2529766,16/12/2019,Category6,3625,30002070,7,IRQ,11,223.6762
163,2529767,25/05/2019,Category6,703,30002070,609,TKM,15,353.5278
164,2529768,27/02/2020,Category6,4676,30002070,7,IRQ,7,198.24364
165,2529769,27/02/2020,Category6,4676,30002070,7,IRQ,7,198.24364
166,2529770,27/02/2020,Category6,4676,30002071,7,IRQ,5,141.6026
167,2529771,27/02/2020,Category6,4676,30002071,7,IRQ,5,141.6026
168,2529772,25/05/2019,Category6,703,30002071,609,TKM,15,353.5278
169,2529773,16/12/2019,Category6,3625,30002071,7,IRQ,9,183.0078
170,2529774,16/12/2019,Category6,3625,30002071,7,IRQ,9,183.0078
171,2529775,16/12/2019,Category6,3625,30002072,7,IRQ,9,183.0078
172,2529776,16/12/2019,Category6,3625,30002072,7,IRQ,9,183.0078
173,2529777,25/05/2019,Category6,703,30002072,609,TKM,15,353.5278
174,2529778,07/04/2019,Category6,4,30002072,575,KWT,50,1423.759
175,2529779,27/02/2020,Category6,4676,30002072,7,IRQ,7,198.24364
176,2529780,27/02/2020,Category6,4676,30002072,7,IRQ,7,198.24364
177,2529781,27/02/2020,Category6,4676,30002073,7,IRQ,6,169.92312
178,2529782,27/02/2020,Category6,4676,30002073,7,IRQ,6,169.92312
179,2529783,07/04/2019,Category6,4,30002073,575,KWT,35,996.6313
180,2529784,25/05/2019,Category6,703,30002073,609,TKM,15,353.5278
181,2529785,16/12/2019,Category6,3625,30002073,7,IRQ,7,142.3394
182,2529786,16/12/2019,Category6,3625,30002073,7,IRQ,7,142.3394
183,2529787,16/12/2019,Category6,3625,30002074,7,IRQ,11,223.6762
184,2529788,16/12/2019,Category6,3625,30002074,7,IRQ,11,223.6762
185,2529789,25/05/2019,Category6,702,30002074,609,TKM,15,353.5278
186,2529790,27/02/2020,Category6,4676,30002074,7,IRQ,5,141.6026
187,2529791,27/02/2020,Category6,4676,30002074,7,IRQ,5,141.6026
188,2529792,27/02/2020,Category6,4676,30002075,7,IRQ,5,141.6026
189,2529793,27/02/2020,Category6,4676,30002075,7,IRQ,5,141.6026
190,2529794,25/05/2019,Category6,702,30002075,609,TKM,15,353.5278
191,2529795,16/12/2019,Category6,3625,30002075,7,IRQ,9,183.0078
192,2529796,16/12/2019,Category6,3625,30002075,7,IRQ,9,183.0078
193,2529797,16/12/2019,Category6,3625,30002076,7,IRQ,7,142.3394
194,2529798,16/12/2019,Category6,3625,30002076,7,IRQ,7,142.3394
195,2529799,25/05/2019,Category6,702,30002076,609,TKM,15,353.5278
196,2529800,07/04/2019,Category6,4,30002076,575,KWT,35,996.6313
197,2529801,27/02/2020,Category6,4676,30002076,7,IRQ,5,141.6026
198,2529802,27/02/2020,Category6,4676,30002076,7,IRQ,5,141.6026
199,2529803,25/05/2019,Category6,703,30002077,609,TKM,15,353.5278
200,2529804,25/05/2019,Category6,703,30002078,609,TKM,15,353.5278
201,2529805,07/04/2019,Category6,4,30002078,575,KWT,50,1423.759
202,2529806,16/12/2019,Category6,3625,30002078,7,IRQ,7,142.3394
203,2529807,16/12/2019,Category6,3625,30002078,7,IRQ,7,142.3394
204,2529808,27/02/2020,Category6,4676,30002078,7,IRQ,5,141.6026
205,2529809,27/02/2020,Category6,4676,30002078,7,IRQ,5,141.6026
206,2529810,27/02/2020,Category6,4676,30002079,7,IRQ,5,141.6026
207,2529811,27/02/2020,Category6,4676,30002079,7,IRQ,5,141.6026
208,2529812,16/12/2019,Category6,3625,30002079,7,IRQ,7,142.3394
209,2529813,16/12/2019,Category6,3625,30002079,7,IRQ,7,142.3394
210,2529814,07/04/2019,Category6,4,30002079,575,KWT,135,3844.1493
211,2529815,25/05/2019,Category6,703,30002079,609,TKM,15,353.5278
212,2529816,25/05/2019,Category6,703,30002080,609,TKM,15,353.5278
213,2529817,25/06/2019,Category4,1011,30001067,605,AUS,50,359.6685
214,2529818,02/10/2019,Category4,2521,30001067,589,PAK,80,756.24
215,2529819,02/10/2019,Category4,2521,30001067,589,PAK,80,756.24
216,2529820,10/12/2019,Category4,3526,30001067,8,IRQ,10,95.8634
217,2529821,10/12/2019,Category4,3526,30001067,8,IRQ,10,95.8634
218,2529822,10/12/2019,Category4,3526,30001068,8,IRQ,10,95.8634
219,2529823,10/12/2019,Category4,3526,30001068,8,IRQ,10,95.8634
220,2529824,02/10/2019,Category4,2521,30001068,589,PAK,60,567.18
221,2529825,02/10/2019,Category4,2521,30001068,589,PAK,60,567.18
222,2529826,26/11/2019,Category3,3303,30003006,609,TKM,100,361.6
223,2529827,26/11/2019,Category3,3303,30003006,609,TKM,100,361.6
224,2529828,09/12/2019,Category3,3488,30003006,560,AFG,500,1279.91
225,2529829,09/12/2019,Category3,3488,30003006,560,AFG,500,1279.91
226,2529830,09/12/2019,Category3,3490,30003006,560,AFG,500,1279.91
227,2529831,09/12/2019,Category3,3490,30003006,560,AFG,500,1279.91
228,2529832,26/11/2020,Category3,4395,30003006,513,BHR,20,160.8068
229,2529833,24/08/2021,Category6,2811,30002089,37,DEU,10,470.75378
230,2529834,29/07/2019,Category6,1562,30002089,6,LKA,10,239.6776
231,2529835,29/07/2019,Category6,1562,30002089,6,LKA,10,239.6776
232,2529836,29/04/2019,Category4,302,30001069,514,BHR,800,4711.712
233,2529837,09/11/2019,Category4,3019,30001069,10,ARE,10,32.23403
234,2529838,09/11/2019,Category4,3019,30001069,10,ARE,10,32.23403
235,2529839,10/12/2019,Category4,3526,30001069,8,IRQ,10,33.1207
236,2529840,10/12/2019,Category4,3526,30001069,8,IRQ,10,33.1207
237,2529841,16/12/2019,Category4,3624,30001069,7,IRQ,56,178.08112
238,2529842,16/12/2019,Category4,3624,30001069,7,IRQ,56,178.08112
239,2529843,15/01/2020,Category4,4042,30001069,7,IRQ,55,181.67765
240,2529844,15/01/2020,Category4,4042,30001069,7,IRQ,55,181.67765
241,2529845,27/02/2020,Category4,4675,30001069,7,IRQ,135,597.9123
242,2529846,27/02/2020,Category4,4675,30001069,7,IRQ,135,597.9123
243,2529847,09/02/2020,Category4,4379,30001069,7,IRQ,55,210.87
244,2529848,09/02/2020,Category4,4379,30001069,7,IRQ,55,210.87
245,2529849,27/04/2020,Category4,292,30001069,7,IRQ,140,620.256
246,2529850,27/04/2020,Category4,292,30001069,7,IRQ,140,620.256
247,2529851,09/02/2020,Category4,4379,30001072,7,IRQ,55,210.87
248,2529852,09/02/2020,Category4,4379,30001072,7,IRQ,55,210.87
249,2529853,27/02/2020,Category4,4675,30001072,7,IRQ,135,597.9123
250,2529854,27/02/2020,Category4,4675,30001072,7,IRQ,135,597.9123
251,2529855,15/01/2020,Category4,4042,30001072,7,IRQ,55,181.67765
252,2529856,15/01/2020,Category4,4042,30001072,7,IRQ,55,181.67765
253,2529857,16/12/2019,Category4,3624,30001072,7,IRQ,56,178.08112
254,2529858,16/12/2019,Category4,3624,30001072,7,IRQ,56,178.08112
255,2529859,09/11/2019,Category4,3019,30001072,10,ARE,10,32.23403
256,2529860,09/11/2019,Category4,3019,30001072,10,ARE,10,32.23403
257,2529861,02/10/2019,Category4,2521,30001072,589,PAK,80,261.28
258,2529862,02/10/2019,Category4,2521,30001072,589,PAK,80,261.28
259,2529863,01/06/2019,Category4,793,30001072,605,AUS,150,517.665
260,2529864,01/06/2019,Category4,795,30001073,5,SYC,75,1024.2345
261,2529865,28/12/2019,Category4,3790,30001073,514,BHR,50,782.488
262,2529866,28/12/2019,Category4,3790,30001073,514,BHR,50,782.488
263,2529867,28/12/2019,Category4,3790,30001075,514,BHR,50,782.488
264,2529868,28/12/2019,Category4,3790,30001075,514,BHR,50,782.488
265,2529869,16/12/2019,Category4,3624,30001083,7,IRQ,59,187.62118
266,2529870,16/12/2019,Category4,3624,30001083,7,IRQ,59,187.62118
267,2529871,15/01/2020,Category4,4042,30001083,7,IRQ,56,184.98088
268,2529872,15/01/2020,Category4,4042,30001083,7,IRQ,56,184.98088
269,2529873,28/12/2019,Category4,3791,30001083,514,BHR,100,473.575
270,2529874,28/12/2019,Category4,3791,30001083,514,BHR,100,473.575
271,2529875,09/02/2020,Category4,4375,30001083,7,IRQ,55,210.87
272,2529876,09/02/2020,Category4,4375,30001083,7,IRQ,55,210.87
273,2529877,29/04/2019,Category4,302,30001083,514,BHR,200,1177.928
274,2529878,09/11/2019,Category4,3018,30001083,10,ARE,10,32.23403
275,2529879,09/11/2019,Category4,3018,30001083,10,ARE,10,32.23403
276,2529880,27/02/2020,Category4,4674,30001083,7,IRQ,120,531.4776
277,2529881,27/02/2020,Category4,4674,30001083,7,IRQ,120,531.4776
278,2529882,27/04/2020,Category4,292,30001083,7,IRQ,200,886.08
279,2529883,27/04/2020,Category4,292,30001083,7,IRQ,200,886.08
280,2529884,29/04/2019,Category4,302,30001085,514,BHR,300,1766.892
281,2529885,29/04/2019,Category4,302,30001087,514,BHR,100,588.964
282,2529886,09/11/2019,Category4,3018,30001087,10,ARE,10,32.23403
283,2529887,09/11/2019,Category4,3018,30001087,10,ARE,10,32.23403
284,2529888,02/10/2019,Category4,2521,30001087,589,PAK,80,261.28
285,2529889,02/10/2019,Category4,2521,30001087,589,PAK,80,261.28
286,2529890,09/02/2020,Category4,4375,30001087,7,IRQ,55,210.87
287,2529891,09/02/2020,Category4,4375,30001087,7,IRQ,55,210.87
288,2529892,28/12/2019,Category4,3791,30001087,514,BHR,100,473.575
289,2529893,28/12/2019,Category4,3791,30001087,514,BHR,100,473.575
290,2529894,15/01/2020,Category4,4036,30001087,7,IRQ,56,184.98088
291,2529895,15/01/2020,Category4,4036,30001087,7,IRQ,56,184.98088
292,2529896,10/12/2019,Category4,3525,30001087,8,IRQ,10,33.1207
293,2529897,10/12/2019,Category4,3525,30001087,8,IRQ,10,33.1207
294,2529898,16/12/2019,Category4,3623,30001087,7,IRQ,63,200.34126
295,2529899,16/12/2019,Category4,3623,30001087,7,IRQ,63,200.34126
296,2529900,27/04/2020,Category4,292,30001087,7,IRQ,170,753.168
297,2529901,27/04/2020,Category4,292,30001087,7,IRQ,170,753.168
298,2529902,27/02/2020,Category4,4674,30001087,7,IRQ,140,620.0572
299,2529903,27/02/2020,Category4,4674,30001087,7,IRQ,140,620.0572
300,2529904,27/02/2020,Category4,4664,30001087,8,IRQ,2,8.32482
301,2529905,27/02/2020,Category4,4664,30001087,8,IRQ,2,8.32482
302,2529906,02/12/2020,Category4,4539,30001087,22,PAK,17,125.32914
303,2529907,29/04/2019,Category4,302,30001089,514,BHR,150,883.446
304,2529908,29/04/2019,Category4,302,30001090,514,BHR,200,1177.928
305,2529909,09/11/2019,Category4,3019,30001090,10,ARE,10,32.23403
306,2529910,09/11/2019,Category4,3019,30001090,10,ARE,10,32.23403
307,2529911,16/12/2019,Category4,3624,30001090,7,IRQ,56,178.08112
308,2529912,16/12/2019,Category4,3624,30001090,7,IRQ,56,178.08112
309,2529913,15/01/2020,Category4,4042,30001090,7,IRQ,56,184.98088
310,2529914,15/01/2020,Category4,4042,30001090,7,IRQ,56,184.98088
311,2529915,02/12/2020,Category4,4539,30001090,22,PAK,16,117.95684
312,2529916,09/02/2020,Category4,4379,30001090,7,IRQ,55,210.87
313,2529917,09/02/2020,Category4,4379,30001090,7,IRQ,55,210.87
314,2529918,27/02/2020,Category4,4664,30001090,8,IRQ,2,8.32482
315,2529919,27/02/2020,Category4,4664,30001090,8,IRQ,2,8.32482
316,2529920,27/02/2020,Category4,4675,30001090,7,IRQ,120,531.4776
317,2529921,27/02/2020,Category4,4675,30001090,7,IRQ,120,531.4776
318,2529922,27/04/2020,Category4,292,30001090,7,IRQ,140,620.256
319,2529923,27/04/2020,Category4,292,30001090,7,IRQ,140,620.256
320,2529924,10/12/2019,Category4,3526,30001093,8,IRQ,10,95.8634
321,2529925,10/12/2019,Category4,3526,30001093,8,IRQ,10,95.8634
322,2529926,01/06/2019,Category4,793,30001093,605,AUS,50,499.438
323,2529927,25/05/2019,Category4,702,30001093,609,TKM,150,1600.2195
324,2529928,25/05/2019,Category5,703,30011010,609,TKM,100,402.326
325,2529929,01/10/2019,Category5,2493,30011010,609,TKM,200,697.5
326,2529930,01/10/2019,Category5,2493,30011010,609,TKM,200,697.5
327,2529931,26/11/2019,Category5,3303,30011010,609,TKM,150,501.4155
328,2529932,26/11/2019,Category5,3303,30011010,609,TKM,150,501.4155
329,2529933,14/01/2020,Category5,4026,30011010,11,QAT,20,83.15567
330,2529934,14/01/2020,Category5,4026,30011010,11,QAT,20,83.15567
331,2529935,28/12/2019,Category5,3791,30011010,514,BHR,100,467.225
332,2529936,28/12/2019,Category5,3791,30011010,514,BHR,100,467.225
333,2529937,27/10/2020,Category5,3725,30011010,8,IRQ,162,1383.561
334,2529938,15/12/2020,Category5,4839,30011010,23,IRQ,250,2020.425
335,2529939,01/03/2020,Category4,4709,30001095,15,ZAF,350,4015.55
336,2529940,01/03/2020,Category4,4709,30001095,15,ZAF,350,4015.55
337,2529941,09/03/2020,Category4,4820,30001095,10,ARE,70,826.728
338,2529942,09/03/2020,Category4,4820,30001095,10,ARE,70,826.728
339,2529943,14/01/2020,Category4,4019,30001095,560,AFG,1080,9359.118
340,2529944,14/01/2020,Category4,4019,30001095,560,AFG,1080,9359.118
341,2529945,14/01/2020,Category4,4024,30001095,560,AFG,240,2079.804
342,2529946,14/01/2020,Category4,4024,30001095,560,AFG,240,2079.804
343,2529947,14/01/2020,Category4,4026,30001095,11,QAT,15,154.91085
344,2529948,14/01/2020,Category4,4026,30001095,11,QAT,15,154.91085
345,2529949,05/12/2019,Category4,3437,30001095,14,IRQ,100,836.04199
346,2529950,05/12/2019,Category4,3437,30001095,14,IRQ,100,836.04199
347,2529951,10/12/2019,Category4,3525,30001095,8,IRQ,60,538.794
348,2529952,10/12/2019,Category4,3525,30001095,8,IRQ,60,538.794
349,2529953,09/12/2019,Category4,3487,30001095,560,AFG,520,4099.8152
350,2529954,09/12/2019,Category4,3487,30001095,560,AFG,520,4099.8152
351,2529955,09/12/2019,Category4,3488,30001095,560,AFG,30,236.5278
352,2529956,09/12/2019,Category4,3488,30001095,560,AFG,30,236.5278
353,2529957,28/12/2019,Category4,3790,30001095,514,BHR,50,625.9905
354,2529958,28/12/2019,Category4,3790,30001095,514,BHR,50,625.9905
355,2529959,28/12/2019,Category4,3789,30001095,15,ZAF,350,3490.3785
356,2529960,28/12/2019,Category4,3789,30001095,15,ZAF,350,3490.3785
357,2529961,26/11/2019,Category4,3303,30001095,609,TKM,50,415.151
358,2529962,26/11/2019,Category4,3303,30001095,609,TKM,50,415.151
359,2529963,09/11/2019,Category4,3029,30001095,560,AFG,285,1992.88815
360,2529964,04/08/2019,Category4,1650,30001095,560,AFG,223,1959.71731
361,2529965,04/08/2019,Category4,1650,30001095,560,AFG,223,1959.71731
362,2529966,30/07/2019,Category4,1573,30001095,560,AFG,278,2445.65218
363,2529967,22/05/2019,Category4,682,30001095,603,AZE,130,1338.8453
364,2529968,30/04/2019,Category4,317,30001095,560,AFG,74,697.92508
365,2529969,07/04/2019,Category4,4,30001095,575,KWT,70,1202.831
366,2529970,16/12/2019,Category4,3623,30001098,7,IRQ,133,2412.55882
367,2529971,16/12/2019,Category4,3623,30001098,7,IRQ,133,2412.55882
368,2529972,15/01/2020,Category4,4042,30001099,7,IRQ,200,3768.476
369,2529973,15/01/2020,Category4,4042,30001099,7,IRQ,200,3768.476
370,2529974,27/02/2020,Category4,4676,30001099,7,IRQ,50,1263.195
371,2529975,27/02/2020,Category4,4676,30001099,7,IRQ,50,1263.195
372,2529976,09/02/2020,Category4,4379,30001099,7,IRQ,60,1312.2
373,2529977,09/02/2020,Category4,4379,30001099,7,IRQ,60,1312.2
374,2529978,01/03/2020,Category4,4709,30001096,15,ZAF,550,6310.15
